#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  3134   0.165558E+02  -0.506400E+00   0.110136E-06  -0.506400E+00   0.592974E+00  -0.484360E-08   0.110136E-06  -0.484360E-08   0.394314E-09
  3135   0.164963E+02  -0.507011E+00   0.109984E-06  -0.507011E+00   0.594446E+00  -0.483615E-08   0.109984E-06  -0.483615E-08   0.393905E-09
  3136   0.164361E+02  -0.507792E+00   0.109825E-06  -0.507792E+00   0.595909E+00  -0.482732E-08   0.109825E-06  -0.482732E-08   0.393496E-09
  3137   0.163772E+02  -0.508737E+00   0.109662E-06  -0.508737E+00   0.597364E+00  -0.481711E-08   0.109662E-06  -0.481711E-08   0.393088E-09
  3138   0.163183E+02  -0.509861E+00   0.109493E-06  -0.509861E+00   0.598818E+00  -0.480553E-08   0.109493E-06  -0.480553E-08   0.392680E-09
  3139   0.162609E+02  -0.511150E+00   0.109319E-06  -0.511150E+00   0.600264E+00  -0.479256E-08   0.109319E-06  -0.479256E-08   0.392273E-09
  3140   0.162034E+02  -0.512625E+00   0.109140E-06  -0.512625E+00   0.601709E+00  -0.477822E-08   0.109140E-06  -0.477822E-08   0.391866E-09
  3141   0.161451E+02  -0.514244E+00   0.108955E-06  -0.514244E+00   0.603152E+00  -0.476250E-08   0.108955E-06  -0.476250E-08   0.391460E-09
  3142   0.160890E+02  -0.516036E+00   0.108764E-06  -0.516036E+00   0.604573E+00  -0.474540E-08   0.108764E-06  -0.474540E-08   0.391054E-09
  3143   0.160336E+02  -0.517987E+00   0.108568E-06  -0.517987E+00   0.605992E+00  -0.472692E-08   0.108568E-06  -0.472692E-08   0.390648E-09
  3144   0.159774E+02  -0.520097E+00   0.108367E-06  -0.520097E+00   0.607410E+00  -0.470707E-08   0.108367E-06  -0.470707E-08   0.390243E-09
  3145   0.159219E+02  -0.522367E+00   0.108160E-06  -0.522367E+00   0.608812E+00  -0.468583E-08   0.108160E-06  -0.468583E-08   0.389838E-09
  3146   0.158672E+02  -0.524790E+00   0.107948E-06  -0.524790E+00   0.610191E+00  -0.466322E-08   0.107948E-06  -0.466322E-08   0.389434E-09
  3147   0.158131E+02  -0.527359E+00   0.107730E-06  -0.527359E+00   0.611568E+00  -0.463922E-08   0.107730E-06  -0.463922E-08   0.389030E-09
  3148   0.157598E+02  -0.530081E+00   0.107506E-06  -0.530081E+00   0.612929E+00  -0.461385E-08   0.107506E-06  -0.461385E-08   0.388626E-09
  3149   0.157064E+02  -0.532951E+00   0.107276E-06  -0.532951E+00   0.614274E+00  -0.458710E-08   0.107276E-06  -0.458710E-08   0.388223E-09
  3150   0.156537E+02  -0.535960E+00   0.107041E-06  -0.535960E+00   0.615603E+00  -0.455897E-08   0.107041E-06  -0.455897E-08   0.387821E-09
  3151   0.156018E+02  -0.539117E+00   0.106800E-06  -0.539117E+00   0.616922E+00  -0.452947E-08   0.106800E-06  -0.452947E-08   0.387418E-09
  3152   0.155506E+02  -0.542414E+00   0.106553E-06  -0.542414E+00   0.618211E+00  -0.449867E-08   0.106553E-06  -0.449867E-08   0.387016E-09
  3153   0.154985E+02  -0.545844E+00   0.106302E-06  -0.545844E+00   0.619491E+00  -0.446666E-08   0.106302E-06  -0.446666E-08   0.386615E-09
  3154   0.154487E+02  -0.549399E+00   0.106046E-06  -0.549399E+00   0.620746E+00  -0.443351E-08   0.106046E-06  -0.443351E-08   0.386214E-09
  3155   0.153982E+02  -0.553087E+00   0.105786E-06  -0.553087E+00   0.621985E+00  -0.439930E-08   0.105786E-06  -0.439930E-08   0.385813E-09
  3156   0.153491E+02  -0.556908E+00   0.105522E-06  -0.556908E+00   0.623192E+00  -0.436412E-08   0.105522E-06  -0.436412E-08   0.385413E-09
  3157   0.153000E+02  -0.560847E+00   0.105255E-06  -0.560847E+00   0.624389E+00  -0.432804E-08   0.105255E-06  -0.432804E-08   0.385013E-09
  3158   0.152516E+02  -0.564896E+00   0.104985E-06  -0.564896E+00   0.625554E+00  -0.429115E-08   0.104985E-06  -0.429115E-08   0.384614E-09
  3159   0.152039E+02  -0.569071E+00   0.104712E-06  -0.569071E+00   0.626695E+00  -0.425352E-08   0.104712E-06  -0.425352E-08   0.384215E-09
  3160   0.151562E+02  -0.573356E+00   0.104437E-06  -0.573356E+00   0.627810E+00  -0.421525E-08   0.104437E-06  -0.421525E-08   0.383816E-09
  3161   0.151100E+02  -0.577752E+00   0.104160E-06  -0.577752E+00   0.628909E+00  -0.417640E-08   0.104160E-06  -0.417640E-08   0.383418E-09
  3162   0.150638E+02  -0.582251E+00   0.103881E-06  -0.582251E+00   0.629974E+00  -0.413706E-08   0.103881E-06  -0.413706E-08   0.383020E-09
  3163   0.150183E+02  -0.586853E+00   0.103602E-06  -0.586853E+00   0.631007E+00  -0.409731E-08   0.103602E-06  -0.409731E-08   0.382623E-09
  3164   0.149728E+02  -0.591558E+00   0.103322E-06  -0.591558E+00   0.632015E+00  -0.405724E-08   0.103322E-06  -0.405724E-08   0.382226E-09
  3165   0.149280E+02  -0.596358E+00   0.103042E-06  -0.596358E+00   0.632990E+00  -0.401691E-08   0.103042E-06  -0.401691E-08   0.381829E-09
  3166   0.148840E+02  -0.601254E+00   0.102762E-06  -0.601254E+00   0.633939E+00  -0.397642E-08   0.102762E-06  -0.397642E-08   0.381433E-09
  3167   0.148414E+02  -0.606231E+00   0.102483E-06  -0.606231E+00   0.634848E+00  -0.393584E-08   0.102483E-06  -0.393584E-08   0.381037E-09
  3168   0.147989E+02  -0.611296E+00   0.102204E-06  -0.611296E+00   0.635738E+00  -0.389526E-08   0.102204E-06  -0.389526E-08   0.380642E-09
  3169   0.147571E+02  -0.616449E+00   0.101927E-06  -0.616449E+00   0.636595E+00  -0.385476E-08   0.101927E-06  -0.385476E-08   0.380247E-09
  3170   0.147153E+02  -0.621690E+00   0.101652E-06  -0.621690E+00   0.637411E+00  -0.381441E-08   0.101652E-06  -0.381441E-08   0.379853E-09
  3171   0.146734E+02  -0.626990E+00   0.101379E-06  -0.626990E+00   0.638193E+00  -0.377429E-08   0.101379E-06  -0.377429E-08   0.379459E-09
  3172   0.146346E+02  -0.632378E+00   0.101109E-06  -0.632378E+00   0.638949E+00  -0.373450E-08   0.101109E-06  -0.373450E-08   0.379065E-09
  3173   0.145943E+02  -0.637831E+00   0.100841E-06  -0.637831E+00   0.639664E+00  -0.369510E-08   0.100841E-06  -0.369510E-08   0.378672E-09
  3174   0.145555E+02  -0.643336E+00   0.100577E-06  -0.643336E+00   0.640337E+00  -0.365618E-08   0.100577E-06  -0.365618E-08   0.378279E-09
  3175   0.145174E+02  -0.648906E+00   0.100317E-06  -0.648906E+00   0.640975E+00  -0.361783E-08   0.100317E-06  -0.361783E-08   0.377886E-09
  3176   0.144793E+02  -0.654535E+00   0.100061E-06  -0.654535E+00   0.641588E+00  -0.358011E-08   0.100061E-06  -0.358011E-08   0.377494E-09
  3177   0.144420E+02  -0.660215E+00   0.998092E-07  -0.660215E+00   0.642150E+00  -0.354312E-08   0.998092E-07  -0.354312E-08   0.377102E-09
  3178   0.144055E+02  -0.665953E+00   0.995626E-07  -0.665953E+00   0.642686E+00  -0.350693E-08   0.995626E-07  -0.350693E-08   0.376711E-09
  3179   0.143682E+02  -0.671749E+00   0.993214E-07  -0.671749E+00   0.643172E+00  -0.347163E-08   0.993214E-07  -0.347163E-08   0.376320E-09
  3180   0.143317E+02  -0.677634E+00   0.990859E-07  -0.677634E+00   0.643631E+00  -0.343729E-08   0.990859E-07  -0.343729E-08   0.375929E-09
  3181   0.142966E+02  -0.683502E+00   0.988565E-07  -0.683502E+00   0.644040E+00  -0.340399E-08   0.988565E-07  -0.340399E-08   0.375539E-09
  3182   0.142624E+02  -0.689392E+00   0.986338E-07  -0.689392E+00   0.644414E+00  -0.337182E-08   0.986338E-07  -0.337182E-08   0.375150E-09
  3183   0.142289E+02  -0.695377E+00   0.984179E-07  -0.695377E+00   0.644745E+00  -0.334086E-08   0.984179E-07  -0.334086E-08   0.374760E-09
  3184   0.141947E+02  -0.701384E+00   0.982095E-07  -0.701384E+00   0.645041E+00  -0.331119E-08   0.982095E-07  -0.331119E-08   0.374371E-09
  3185   0.141620E+02  -0.707337E+00   0.980087E-07  -0.707337E+00   0.645294E+00  -0.328289E-08   0.980087E-07  -0.328289E-08   0.373983E-09
  3186   0.141293E+02  -0.713386E+00   0.978162E-07  -0.713386E+00   0.645519E+00  -0.325603E-08   0.978162E-07  -0.325603E-08   0.373595E-09
  3187   0.140981E+02  -0.719455E+00   0.976321E-07  -0.719455E+00   0.645686E+00  -0.323071E-08   0.976321E-07  -0.323071E-08   0.373207E-09
  3188   0.140662E+02  -0.725546E+00   0.974570E-07  -0.725546E+00   0.645795E+00  -0.320700E-08   0.974570E-07  -0.320700E-08   0.372820E-09
  3189   0.140358E+02  -0.731658E+00   0.972913E-07  -0.731658E+00   0.645876E+00  -0.318498E-08   0.972913E-07  -0.318498E-08   0.372433E-09
  3190   0.140055E+02  -0.737717E+00   0.971353E-07  -0.737717E+00   0.645920E+00  -0.316473E-08   0.971353E-07  -0.316473E-08   0.372046E-09
  3191   0.139759E+02  -0.743872E+00   0.969894E-07  -0.743872E+00   0.645914E+00  -0.314634E-08   0.969894E-07  -0.314634E-08   0.371660E-09
  3192   0.139464E+02  -0.749973E+00   0.968541E-07  -0.749973E+00   0.645863E+00  -0.312989E-08   0.968541E-07  -0.312989E-08   0.371274E-09
  3193   0.139176E+02  -0.756095E+00   0.967297E-07  -0.756095E+00   0.645769E+00  -0.311545E-08   0.967297E-07  -0.311545E-08   0.370889E-09
  3194   0.138904E+02  -0.762238E+00   0.966166E-07  -0.762238E+00   0.645631E+00  -0.310310E-08   0.966166E-07  -0.310310E-08   0.370504E-09
  3195   0.138632E+02  -0.768403E+00   0.965153E-07  -0.768403E+00   0.645456E+00  -0.309293E-08   0.965153E-07  -0.309293E-08   0.370119E-09
  3196   0.138360E+02  -0.774514E+00   0.964260E-07  -0.774514E+00   0.645229E+00  -0.308502E-08   0.964260E-07  -0.308502E-08   0.369735E-09
  3197   0.138097E+02  -0.780498E+00   0.963494E-07  -0.780498E+00   0.644958E+00  -0.307946E-08   0.963494E-07  -0.307946E-08   0.369351E-09
  3198   0.137833E+02  -0.786651E+00   0.962856E-07  -0.786651E+00   0.644657E+00  -0.307631E-08   0.962856E-07  -0.307631E-08   0.368968E-09
  3199   0.137585E+02  -0.792751E+00   0.962351E-07  -0.792751E+00   0.644297E+00  -0.307566E-08   0.962351E-07  -0.307566E-08   0.368585E-09
  3200   0.137338E+02  -0.798724E+00   0.961984E-07  -0.798724E+00   0.643900E+00  -0.307759E-08   0.961984E-07  -0.307759E-08   0.368202E-09
  3201   0.137091E+02  -0.804866E+00   0.961756E-07  -0.804866E+00   0.643457E+00  -0.308215E-08   0.961756E-07  -0.308215E-08   0.367820E-09
  3202   0.136852E+02  -0.810880E+00   0.961663E-07  -0.810880E+00   0.642955E+00  -0.308922E-08   0.961663E-07  -0.308922E-08   0.367438E-09
  3203   0.136621E+02  -0.816840E+00   0.961697E-07  -0.816840E+00   0.642430E+00  -0.309867E-08   0.961697E-07  -0.309867E-08   0.367056E-09
  3204   0.136390E+02  -0.822895E+00   0.961852E-07  -0.822895E+00   0.641853E+00  -0.311035E-08   0.961852E-07  -0.311035E-08   0.366675E-09
  3205   0.136167E+02  -0.828821E+00   0.962121E-07  -0.828821E+00   0.641222E+00  -0.312411E-08   0.962121E-07  -0.312411E-08   0.366295E-09
  3206   0.135945E+02  -0.834617E+00   0.962498E-07  -0.834617E+00   0.640547E+00  -0.313981E-08   0.962498E-07  -0.313981E-08   0.365914E-09
  3207   0.135738E+02  -0.840581E+00   0.962975E-07  -0.840581E+00   0.639833E+00  -0.315730E-08   0.962975E-07  -0.315730E-08   0.365534E-09
  3208   0.135524E+02  -0.846340E+00   0.963546E-07  -0.846340E+00   0.639067E+00  -0.317644E-08   0.963546E-07  -0.317644E-08   0.365155E-09
  3209   0.135311E+02  -0.852118E+00   0.964205E-07  -0.852118E+00   0.638262E+00  -0.319709E-08   0.964205E-07  -0.319709E-08   0.364776E-09
  3210   0.135113E+02  -0.857840E+00   0.964944E-07  -0.857840E+00   0.637411E+00  -0.321910E-08   0.964944E-07  -0.321910E-08   0.364397E-09
  3211   0.134915E+02  -0.863653E+00   0.965756E-07  -0.863653E+00   0.636522E+00  -0.324232E-08   0.965756E-07  -0.324232E-08   0.364018E-09
  3212   0.134718E+02  -0.869112E+00   0.966636E-07  -0.869112E+00   0.635587E+00  -0.326661E-08   0.966636E-07  -0.326661E-08   0.363640E-09
  3213   0.134529E+02  -0.874663E+00   0.967575E-07  -0.874663E+00   0.634607E+00  -0.329183E-08   0.967575E-07  -0.329183E-08   0.363263E-09
  3214   0.134348E+02  -0.880155E+00   0.968568E-07  -0.880155E+00   0.633580E+00  -0.331783E-08   0.968568E-07  -0.331783E-08   0.362885E-09
  3215   0.134160E+02  -0.885590E+00   0.969608E-07  -0.885590E+00   0.632507E+00  -0.334447E-08   0.969608E-07  -0.334447E-08   0.362509E-09
  3216   0.133987E+02  -0.890891E+00   0.970688E-07  -0.890891E+00   0.631395E+00  -0.337160E-08   0.970688E-07  -0.337160E-08   0.362132E-09
  3217   0.133815E+02  -0.896209E+00   0.971801E-07  -0.896209E+00   0.630236E+00  -0.339907E-08   0.971801E-07  -0.339907E-08   0.361756E-09
  3218   0.133644E+02  -0.901392E+00   0.972940E-07  -0.901392E+00   0.629039E+00  -0.342675E-08   0.972940E-07  -0.342675E-08   0.361380E-09
  3219   0.133480E+02  -0.906591E+00   0.974099E-07  -0.906591E+00   0.627802E+00  -0.345448E-08   0.974099E-07  -0.345448E-08   0.361005E-09
  3220   0.133317E+02  -0.911655E+00   0.975271E-07  -0.911655E+00   0.626511E+00  -0.348212E-08   0.975271E-07  -0.348212E-08   0.360630E-09
  3221   0.133162E+02  -0.916585E+00   0.976449E-07  -0.916585E+00   0.625181E+00  -0.350954E-08   0.976449E-07  -0.350954E-08   0.360255E-09
  3222   0.133015E+02  -0.921529E+00   0.977627E-07  -0.921529E+00   0.623812E+00  -0.353657E-08   0.977627E-07  -0.353657E-08   0.359881E-09
  3223   0.132861E+02  -0.926337E+00   0.978797E-07  -0.926337E+00   0.622411E+00  -0.356309E-08   0.978797E-07  -0.356309E-08   0.359507E-09
  3224   0.132708E+02  -0.931084E+00   0.979953E-07  -0.931084E+00   0.620962E+00  -0.358894E-08   0.979953E-07  -0.358894E-08   0.359134E-09
  3225   0.132563E+02  -0.935770E+00   0.981088E-07  -0.935770E+00   0.619466E+00  -0.361398E-08   0.981088E-07  -0.361398E-08   0.358761E-09
  3226   0.132425E+02  -0.940320E+00   0.982196E-07  -0.940320E+00   0.617938E+00  -0.363806E-08   0.982196E-07  -0.363806E-08   0.358388E-09
  3227   0.132281E+02  -0.944807E+00   0.983270E-07  -0.944807E+00   0.616370E+00  -0.366104E-08   0.983270E-07  -0.366104E-08   0.358016E-09
  3228   0.132145E+02  -0.949231E+00   0.984302E-07  -0.949231E+00   0.614763E+00  -0.368277E-08   0.984302E-07  -0.368277E-08   0.357644E-09
  3229   0.132009E+02  -0.953519E+00   0.985287E-07  -0.953519E+00   0.613115E+00  -0.370312E-08   0.985287E-07  -0.370312E-08   0.357272E-09
  3230   0.131889E+02  -0.957668E+00   0.986217E-07  -0.957668E+00   0.611419E+00  -0.372193E-08   0.986217E-07  -0.372193E-08   0.356901E-09
  3231   0.131754E+02  -0.961754E+00   0.987086E-07  -0.961754E+00   0.609698E+00  -0.373906E-08   0.987086E-07  -0.373906E-08   0.356530E-09
  3232   0.131635E+02  -0.965776E+00   0.987886E-07  -0.965776E+00   0.607937E+00  -0.375437E-08   0.987886E-07  -0.375437E-08   0.356160E-09
  3233   0.131510E+02  -0.969660E+00   0.988612E-07  -0.969660E+00   0.606135E+00  -0.376771E-08   0.988612E-07  -0.376771E-08   0.355790E-09
  3234   0.131377E+02  -0.973478E+00   0.989257E-07  -0.973478E+00   0.604293E+00  -0.377893E-08   0.989257E-07  -0.377893E-08   0.355420E-09
  3235   0.131260E+02  -0.977083E+00   0.989813E-07  -0.977083E+00   0.602410E+00  -0.378790E-08   0.989813E-07  -0.378790E-08   0.355051E-09
  3236   0.131165E+02  -0.980697E+00   0.990274E-07  -0.980697E+00   0.600501E+00  -0.379446E-08   0.990274E-07  -0.379446E-08   0.354682E-09
  3237   0.131057E+02  -0.984171E+00   0.990633E-07  -0.984171E+00   0.598551E+00  -0.379847E-08   0.990633E-07  -0.379847E-08   0.354313E-09
  3238   0.130941E+02  -0.987504E+00   0.990884E-07  -0.987504E+00   0.596568E+00  -0.379979E-08   0.990884E-07  -0.379979E-08   0.353945E-09
  3239   0.130834E+02  -0.990697E+00   0.991019E-07  -0.990697E+00   0.594552E+00  -0.379828E-08   0.991019E-07  -0.379828E-08   0.353577E-09
  3240   0.130727E+02  -0.993749E+00   0.991033E-07  -0.993749E+00   0.592501E+00  -0.379378E-08   0.991033E-07  -0.379378E-08   0.353210E-09
  3241   0.130628E+02  -0.996808E+00   0.990918E-07  -0.996808E+00   0.590417E+00  -0.378616E-08   0.990918E-07  -0.378616E-08   0.352843E-09
  3242   0.130523E+02  -0.999725E+00   0.990667E-07  -0.999725E+00   0.588292E+00  -0.377526E-08   0.990667E-07  -0.377526E-08   0.352476E-09
  3243   0.130426E+02  -0.100250E+01   0.990273E-07  -0.100250E+01   0.586147E+00  -0.376095E-08   0.990273E-07  -0.376095E-08   0.352110E-09
  3244   0.130321E+02  -0.100513E+01   0.989731E-07  -0.100513E+01   0.583961E+00  -0.374307E-08   0.989731E-07  -0.374307E-08   0.351744E-09
  3245   0.130240E+02  -0.100770E+01   0.989033E-07  -0.100770E+01   0.581756E+00  -0.372149E-08   0.989033E-07  -0.372149E-08   0.351378E-09
  3246   0.130152E+02  -0.101004E+01   0.988173E-07  -0.101004E+01   0.579509E+00  -0.369606E-08   0.988173E-07  -0.369606E-08   0.351013E-09
  3247   0.130050E+02  -0.101239E+01   0.987143E-07  -0.101239E+01   0.577235E+00  -0.366664E-08   0.987143E-07  -0.366664E-08   0.350648E-09
  3248   0.129963E+02  -0.101453E+01   0.985937E-07  -0.101453E+01   0.574927E+00  -0.363307E-08   0.985937E-07  -0.363307E-08   0.350283E-09
  3249   0.129847E+02  -0.101659E+01   0.984548E-07  -0.101659E+01   0.572599E+00  -0.359522E-08   0.984548E-07  -0.359522E-08   0.349919E-09
  3250   0.129754E+02  -0.101851E+01   0.982970E-07  -0.101851E+01   0.570229E+00  -0.355294E-08   0.982970E-07  -0.355294E-08   0.349556E-09
  3251   0.129669E+02  -0.102028E+01   0.981198E-07  -0.102028E+01   0.567847E+00  -0.350615E-08   0.981198E-07  -0.350615E-08   0.349192E-09
  3252   0.129577E+02  -0.102191E+01   0.979238E-07  -0.102191E+01   0.565429E+00  -0.345497E-08   0.979238E-07  -0.345497E-08   0.348829E-09
  3253   0.129487E+02  -0.102347E+01   0.977099E-07  -0.102347E+01   0.562985E+00  -0.339959E-08   0.977099E-07  -0.339959E-08   0.348466E-09
  3254   0.129404E+02  -0.102488E+01   0.974789E-07  -0.102488E+01   0.560514E+00  -0.334022E-08   0.974789E-07  -0.334022E-08   0.348104E-09
  3255   0.129314E+02  -0.102622E+01   0.972316E-07  -0.102622E+01   0.558022E+00  -0.327705E-08   0.972316E-07  -0.327705E-08   0.347742E-09
  3256   0.129232E+02  -0.102734E+01   0.969688E-07  -0.102734E+01   0.555511E+00  -0.321025E-08   0.969688E-07  -0.321025E-08   0.347381E-09
  3257   0.129151E+02  -0.102831E+01   0.966915E-07  -0.102831E+01   0.552973E+00  -0.314004E-08   0.966915E-07  -0.314004E-08   0.347019E-09
  3258   0.129063E+02  -0.102921E+01   0.964004E-07  -0.102921E+01   0.550407E+00  -0.306659E-08   0.964004E-07  -0.306659E-08   0.346659E-09
  3259   0.128976E+02  -0.102996E+01   0.960965E-07  -0.102996E+01   0.547829E+00  -0.299010E-08   0.960965E-07  -0.299010E-08   0.346298E-09
  3260   0.128889E+02  -0.103064E+01   0.957804E-07  -0.103064E+01   0.545224E+00  -0.291076E-08   0.957804E-07  -0.291076E-08   0.345938E-09
  3261   0.128811E+02  -0.103109E+01   0.954531E-07  -0.103109E+01   0.542599E+00  -0.282876E-08   0.954531E-07  -0.282876E-08   0.345578E-09
  3262   0.128725E+02  -0.103147E+01   0.951154E-07  -0.103147E+01   0.539955E+00  -0.274430E-08   0.951154E-07  -0.274430E-08   0.345219E-09
  3263   0.128640E+02  -0.103170E+01   0.947682E-07  -0.103170E+01   0.537298E+00  -0.265756E-08   0.947682E-07  -0.265756E-08   0.344860E-09
  3264   0.128555E+02  -0.103179E+01   0.944122E-07  -0.103179E+01   0.534607E+00  -0.256874E-08   0.944122E-07  -0.256874E-08   0.344501E-09
  3265   0.128472E+02  -0.103172E+01   0.940484E-07  -0.103172E+01   0.531910E+00  -0.247804E-08   0.940484E-07  -0.247804E-08   0.344143E-09
  3266   0.128388E+02  -0.103157E+01   0.936775E-07  -0.103157E+01   0.529194E+00  -0.238563E-08   0.936775E-07  -0.238563E-08   0.343785E-09
  3267   0.128305E+02  -0.103128E+01   0.933005E-07  -0.103128E+01   0.526459E+00  -0.229172E-08   0.933005E-07  -0.229172E-08   0.343427E-09
  3268   0.128216E+02  -0.103083E+01   0.929181E-07  -0.103083E+01   0.523718E+00  -0.219649E-08   0.929181E-07  -0.219649E-08   0.343070E-09
  3269   0.128134E+02  -0.103031E+01   0.925312E-07  -0.103031E+01   0.520951E+00  -0.210014E-08   0.925312E-07  -0.210014E-08   0.342713E-09
  3270   0.128045E+02  -0.102964E+01   0.921406E-07  -0.102964E+01   0.518178E+00  -0.200285E-08   0.921406E-07  -0.200285E-08   0.342357E-09
  3271   0.127957E+02  -0.102881E+01   0.917471E-07  -0.102881E+01   0.515394E+00  -0.190483E-08   0.917471E-07  -0.190483E-08   0.342001E-09
  3272   0.127862E+02  -0.102776E+01   0.913517E-07  -0.102776E+01   0.512604E+00  -0.180626E-08   0.913517E-07  -0.180626E-08   0.341645E-09
  3273   0.127782E+02  -0.102671E+01   0.909551E-07  -0.102671E+01   0.509795E+00  -0.170733E-08   0.909551E-07  -0.170733E-08   0.341289E-09
  3274   0.127688E+02  -0.102542E+01   0.905582E-07  -0.102542E+01   0.506974E+00  -0.160823E-08   0.905582E-07  -0.160823E-08   0.340934E-09
